evidence_id,figure,claimed_origin,hop1,hop2,hop3,origin_reached,origin_type,circular_verdict,shared_origin_group,notes
E-8071,time to fill senior CGT CMC roles=9.0 months,Panda International,https://www.panda-int.com/insights/pharma-and-biotech-hiring-in-2026-the-challenges-the-hardest-to-fill-roles-and-the-funding-reality/,,,no,aggregator,unverifiable,,Tier 2. No resolvable provenance chain (aggregator). FORCE_LOW.
E-8072,screening window by October 2026=50 nucleotides,OSTP,https://aspr.hhs.gov/S3/Documents/OSTP-Nucleic-Acid-Synthesis-Screening-Framework-Sep2024.pdf,,,no,company,unverifiable,,Tier 4. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8074,relative cost of AI customer verification=0.1 fraction of expert cost,academic and IBBIS authors,https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2026.1819810/full,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-8077,ODAC vote in favour=12 votes,"FDA ODAC, reported by Targeted Oncology",https://www.targetedonc.com/view/fda-odac-meeting-april-12-mrd-myeloma-trials,https://www.myeloma.org/news-events/multiple-myeloma-news/fda-draft-guidance-mrd-cr-endpoints-accelerated-approval-myeloma-drugs,,no,trade_press,unverifiable,,Tier 4. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8080,FDA-qualified sensor-derived endpoints=0 endpoints,independent analyst,https://braintrials.substack.com/p/wearables-have-been-in-1021-drug,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8081,protocols managed as unstructured documents=90.0 percent,CDISC,https://www.cdisc.org/standards/cdisc-360i,https://www.appliedclinicaltrialsonline.com/view/2026-dia-global-annual-meeting-protocol-digitization,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8083,organoid-predicted response accuracy=83.3 percent,academic authors,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12817525/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12666313/,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-8091,sites losing patients pre-screening=59.0 percent,Clinical Trial Vanguard editorial,https://www.clinicaltrialvanguard.com/clinical-trial-ops-brief/59-of-sites-are-losing-patients-before-they-ever-screen-heres-where-the-pipeline-actually-breaks/,,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-8093,inoculation density uplift from N-1 perfusion=10.0 x,Merck KGaA,https://www.sigmaaldrich.com/US/en/integrated-offerings/monoclonal-antibodies/process-development-manufacturing,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-9500,human_protein_targets_of_approved_drugs=667 count,"Santos R, Ursu O, Gaulton A, Bento AP, Donadi RS, Bologa CG, Karlsson A, Al-Lazikani B, He",https://pubmed.ncbi.nlm.nih.gov/27910877/,https://accio.github.io/AMIDD/assets/2021/02/Santos-NRDD-2017.pdf,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-9501,druggable_genome_genes_untargeted_share=0.845 fraction,Kelleher KJ et al. / NIH IDG consortium,https://pmc.ncbi.nlm.nih.gov/articles/PMC10939933/,https://academic.oup.com/nar/article/51/D1/D1405/6851109,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-9502,target_to_first_drug_interval_years=39.0 years,"Huang L, Guo Z, Wang F, Fu L (review); Ostrem/Shokat 2013 for the pocket; FDA 2021 for app",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8767686/,https://pubmed.ncbi.nlm.nih.gov/34903582/,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-9503,antibiotic_class_discovery_void_years=38.0 years,Silver LL,https://journals.asm.org/doi/full/10.1128/cmr.00030-10,https://carb-x.org/wp-content/uploads/2018/02/2011_01_15_Challenges-antibacterial-discovery.pdf,,partial,trade_press,clean,,"Tier 4. Deepest hop is trade_press, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-9504,leads_per_hts_campaign=0.0714 ratio,"Payne DJ, Gwynn MN, Holmes DJ, Pompliano DL",http://www.nature.com/nrd/journal/v6/n1/full/nrd2201.html,https://pdfs.semanticscholar.org/4d94/d896c17bbcecccbe4b9bc10f68258403a308.pdf,,partial,company,clean,,"Tier 4. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-9505,phenotypic_share_of_first_in_class_small_molecules=0.56 fraction,"Swinney DC, Anthony J",https://pubmed.ncbi.nlm.nih.gov/21701501/,https://journals.sagepub.com/doi/10.1177/1087057113501199,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-9506,pk_attrition_share_1991_to_2000=0.4 fraction,"Kola I, Landis J",https://www.nature.com/articles/nrd1470,https://www.scirp.org/reference/referencespapers?referenceid=1266122,,partial,trade_press,unverifiable,,"Tier 1. Collector flagged circular_risk. A primary-class hop is present, so the claim is attributable, but the collector could not confirm the figure at origin. FORCE_LOW."
E-9507,relative_success_genetic_support=2.6 ratio,"Minikel EV, Painter JL, Dong CC, Nelson MR",https://www.nature.com/articles/s41586-024-07316-0,https://pubmed.ncbi.nlm.nih.gov/38632401/,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-9508,share_of_approvals_with_genetic_support=0.63 fraction,"Ochoa D, Karim M, Ghoussaini M, Hulcoop DG, McDonagh EM, Dunham I",https://www.nature.com/articles/d41573-023-00158-x,https://pubmed.ncbi.nlm.nih.gov/37803084/,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-9509,novel_targets_entering_pipeline_per_year_2024=30.0 count,"L.E.K. Consulting Executive Insights, 15 May 2025; underlying pipeline database not disclosed",https://www.lek.com/insights/life-sciences-pharma/biopharma-doing-enough-advance-novel-targets,https://www.lek.com/sites/default/files/insights/pdf-attachments/innovative-mechanisms-ei.pdf,,partial,consultancy,unverifiable,,"TRACED BY X to the publisher HTML page and cross-checked against a local stdlib extraction of the PDF; the two agree. The underlying pipeline dataset and the definition of a novel target are not disclosed. FORCE_LOW as a point estimate; used in findings X-04, X-10 and X-11 as a direction, with the direction corroborated by an independent first-in-class series."
E-9510,first_in_class_oncology_entrants_2009_2024=1578.0 count,authors not recovered from the accessible record,https://www.nature.com/articles/s41392-026-02606-7,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-9511,validated_novel_oncology_targets_per_year_2020_2024=10.0 count,authors not recovered from the accessible record,https://pubmed.ncbi.nlm.nih.gov/41352414/,https://www.sciencedirect.com/science/article/abs/pii/S1359644625002843,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-9512,likelihood_of_approval_2024=0.067 fraction,"Citeline Biomedtracker, relayed by Norstella/pharmaphorum",https://pharmaphorum.com/rd/clinical-development-rates-are-falling-its-not-all-bad-news,https://insights.citeline.com/IV154612/Why-Are-Clinical-Development-Success-Rates-Falling/,,partial,consultancy,unverifiable,,"ANCHOR 2 contemporaneous series. Origin is a proprietary commercial database; the underlying sample period and cohort definition are not disclosed in any accessible carrier. FORCE_LOW. Used in finding X-09 only to demonstrate comparator sensitivity, never as a point estimate."
E-9513,phase2_success_rate_current=0.28 fraction,"Citeline Biomedtracker, relayed by Norstella/pharmaphorum",https://www.norstella.com/insight/why-are-clinical-development-success-rates-falling/,https://pharmaphorum.com/rd/clinical-development-rates-are-falling-its-not-all-bad-news,,partial,consultancy,unverifiable,,"ANCHOR 2 contemporaneous series. Origin is a proprietary commercial database; the underlying sample period and cohort definition are not disclosed in any accessible carrier. FORCE_LOW. Used in finding X-09 only to demonstrate comparator sensitivity, never as a point estimate."
E-9514,trial_termination_rate_2021=0.047 fraction,Citeline,https://www.citeline.com/en/resources/selected-insights-from-the-2024-clinical-trials-roundup,,,no,consultancy,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-9515,late_stage_failure_share=0.54 fraction,"Hwang TJ, Carpenter D, Lauffenburger JC, Wang B, Franklin JM, Kesselheim AS",https://pubmed.ncbi.nlm.nih.gov/27723879/,https://dcarpenter.scholars.harvard.edu/publications/failure-investigational-drugs-late-stage-clinical-development-and,,partial,company,clean,,"Tier 4. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-9516,ai_derived_clinical_stage_molecules_2022=15.0 count,"Jayatunga MKP, Xie W, Ruder L, Schulze U, Meier C (Boston Consulting Group)",https://www.nature.com/articles/d41573-022-00025-1,https://www.bcg.com/publications/2022/ai-in-drug-discovery-impact,https://www.nature.com/articles/d41586-023-03172-6,partial,peer_reviewed,unverifiable,,"Tier 1. Collector flagged circular_risk. A primary-class hop is present, so the claim is attributable, but the collector could not confirm the figure at origin. FORCE_LOW."
E-9517,doubling_time_ai_clinical_molecules=1.5 years,Agent X,https://www.nature.com/articles/d41573-022-00025-1,https://www.sciencedirect.com/science/article/pii/S135964462400134X,,yes,derived,clean,,"Tier 4. Derived record: origin is its own input evidence IDs E-9516,E-9518. Formula stated."
E-9518,year_ai_share_reaches_10pct=2031.0 calendar_year,Agent X,https://www.nature.com/articles/d41573-022-00025-1,,,yes,derived,clean,,Tier 4. Derived record: origin is its own input evidence IDs E-9517. Formula stated.
E-9519,china_registered_clinical_trials_2024=4900.0 count,"NMPA Center for Drug Evaluation, reported by Covington",https://www.covingtonblogs.com/2025/07/21/chinas-drug-regulator-releases-report-on-clinical-trial-progress-in-china/,https://cisema.com/en/cde-clinical-trials-annual-report-2024/,,no,trade_press,unverifiable,,Tier 4. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-9520,china_share_global_oncology_trial_starts_2024=0.39 fraction,ITIF,https://itif.org/publications/2026/06/29/chinas-burgeoning-biopharmaceutical-competitiveness-demands-us-response/,https://www.clinicaltrialsarena.com/analyst-comment/china-rapid-rise-drug-development-us-oncology/,,partial,trade_press,unverifiable,,"Tier 1. Collector flagged circular_risk. A primary-class hop is present, so the claim is attributable, but the collector could not confirm the figure at origin. FORCE_LOW."
E-9521,china_share_global_innovative_approvals_2024=0.38 fraction,ITIF,https://itif.org/publications/2026/06/29/chinas-burgeoning-biopharmaceutical-competitiveness-demands-us-response/,,,partial,agency,unverifiable,,"Tier 1. Collector flagged circular_risk. A primary-class hop is present, so the claim is attributable, but the collector could not confirm the figure at origin. FORCE_LOW."
E-9522,china_outlicensing_disclosed_value_2025=136.0 USD_billion,"PharmaSource, Vision Life Sciences",https://pharmasource.global/content/china-biopharma-out-licensing-surges-to-record-137-7b-in-2025-2026-on-pace-to-break-it-again/,https://visionlifesciences.com/insights/china-biotech-outbound-licensing-tracker,,no,consultancy,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-9523,odac_vote_for_additional_us_applicable_trial=14.0 votes,FDA Oncologic Drugs Advisory Committee,https://www.medscape.com/viewarticle/968320,https://ascopost.com/issues/march-10-2022/importing-oncology-trials-from-china-or-other-single-foreign-countries-for-consideration-of-us-regulatory-approvals/,,no,trade_press,unverifiable,,Tier 4. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-9524,global_investigator_decline_2017_to_2024=-0.089 fraction,"GlobalData, relayed by Emerald Clinical",https://emeraldclinical.com/insights/news/weathering-the-clinical-trial-slowdown/,,,no,consultancy,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-9525,industry_trial_step_change_post_IRA=-11.4 trials,authors not recovered from the accessible record,https://www.tandfonline.com/doi/full/10.1080/13696998.2026.2646075,https://emeraldclinical.com/insights/news/weathering-the-clinical-trial-slowdown/,,partial,consultancy,clean,,"Tier 4. Deepest hop is consultancy, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-9526,top25_pharma_deployable_capital=1300.0 USD_billion,industry analysts; IQVIA for the M&A forecast,https://synergbiopharma.com/blog/biopharma-ma-trends/,https://www.pwc.com/us/en/industries/health-industries/library/pharma-life-sciences-deals-outlook.html,,no,consultancy,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
